adm0_name,iso3,X,Y,published,sources,info,optional1,optional2,optional3,ObjectId
Ghana,GHA,-1.205759,7.965053,13.07.2020,"[https://www.osac.gov/Content/Report/22c4e630-b2cc-462d-b65d-1842fc781262]
[https://gh.usembassy.gov/ghana-covid-19-information/]
[https://www.gov.uk/foreign-travel-advice/ghana]
Sources","*****International Restrictions:
International borders are closed and only Ghana internal flights are operating. It is not currently possible to transit Ghana on commercial carriers.

Public health requirements for humanitarian flighs [https://humanitarianbooking.wfp.org/en/wfp-aviation/]

*****Internal restrictions: 
Domestic flights are permitted to fly – contact your local airline for details. International flights remain suspended. See the Ministry of Information website [http://moi.gov.gh/president-akufo-addo-addresses-nation-on-updates-to-ghanas-enhanced-response-to-the-coronavirus-pandemic/] for full details on the restriction of movement, including a list of affected areas. Hotels and other rented accommodation are steadily re-opening, and implementing COVID-19 health and safety measures. 
The Government of Ghana has set out guidance to curb the spread of coronavirus. On 31 May, the Government of Ghana announced a phased easing of some social restrictions. This includes: the recommencement of religious services, weddings and funerals, reopening of schools and universities for a minority of students, and the reopening of restaurants. The changes are subject to strict limits on numbers, adherence to social distancing and the wearing of PPE. It is now mandatory for the general public to wear face masks, including when leaving or returning to your place of residence. Notices of ‘no mask, no entry’ are displayed at vantage points including offices, shops, markets, malls, banks and pharmacies. The Ghana Police Service have been issued with an extensive list of places they can effect arrest, that includes outdoor spaces such as car parks, markets and the street. People are strongly advised to wash their hands, use hand sanitiser and avoid shaking-hands with one another. People are being advised to continue to adhere to strict social distancing.",20200713,"All passengers are subject to 14 days of mandatory quarantine at the IBIS Hotel with the price of USD 150.00 per day, at their own cost. All major credit cards are accepted payment methods (Mastercard, Visa etc).
IBIS Hotel is a 5 minutes’ drive from the airport and serves as a transit and quarantine facility for passengers, with strict self-isolation and quarantine rules in place. 
Temperature checks are conducted every day for the duration of the quarantine period. On the 14th day, while in quarantine, passengers will undergo a swab test for COVID-19. They will be cleared after receiving the results on the 14th day. If the test is negative, passengers will be given a test certificate and released from the hotel on the 15th day. If the test result is positive, passengers will be taken to the government treatment facility. 
",COVID-19 negative certification not required / not known,248
Gibraltar,GIB,-5.34852,36.137681,17.07.2020,"[https://www.gibraltar.gov.gi/press-releases/unlock-the-rock-part-1-a-route-map-out-of-lockdown-starting-to-end-confinement-may-2020-5886]
[https://www.gov.uk/foreign-travel-advice/gibraltar]                                                                                                                                                                   
[https://www.visitgibraltar.gi/covid-19]","*****International Restrictions.
The Government of Gibraltar have confirmed that air travel restrictions into Gibraltar due to COVID-19 have been lifted as from 21 June 2020. All incoming travellers with valid travel documents will be allowed entry into Gibraltar via the Gibraltar International Airport. British Airways are currently operating a reduced schedule of flights to/from Gibraltar and London Heathrow. The Government of Gibraltar requires passengers flying to Gibraltar to complete a COVID-19 contact tracing form. This form will be given to passengers by airlines.

*****Internal restrictions:
A social lockdown came into effect in Gibraltar on Tuesday 24 March 2020 to slow the spread of COVID-19. However the lockdown restrictions are now in the process of being relaxed by the Government of Gibraltar, via a 6-phased process named ‘Unlock the Rock’ which started on 2 May 2020. Full details of the plans to lift lockdown restrictions can be found in this Government of Gibraltar press release [https://www.gibraltar.gov.gi/press-releases/unlock-the-rock-part-1-a-route-map-out-of-lockdown-starting-to-end-confinement-may-2020-5886]. 
On 22 May, the regulations affecting the freedom of movement of all citizens came to an end, and people are now permitted to leave their home without restriction – although the advice of the Government of Gibraltar remains for people to stay at home, and if they do go out, to maintain social distancing. From 1 June, restaurants and cafes can open with reduced capacity. From 22 June, bars can open, with some restrictions.
Some restrictions on freedom of association (gatherings) imposed by the Government of Gibraltar as part of the social lockdown remain in place. Visiting friends and relatives in their homes or public places is permitted, up to a maximum of twenty people in one gathering, with certain specified exceptions.
The Government of Gibraltar has issued guidance [https://www.gibraltar.gov.gi/press-releases/gibraltar-air-terminal-covid-19-measures-4602020-6029] on social distancing and face coverings for people using Gibraltar International Airport. More information can be found on the Guidance for Travellers page of the Gibraltar International Airport website [https://www.gibraltarairport.gi/content/guidance-travellers].
If anyone in Gibraltar has any of the symptoms of COVID-19, they must self-isolate and should not visit any friends or relatives, nor should they permit anyone to visit them until they have been tested and are negative for the virus.",20200717,No quarantine restrictions,"COVID-19 negative certification not required / not known. Instead, the Government of Gibraltar requires passengers flying to Gibraltar to complete a COVID-19 contact tracing form. This form will be given to passengers by airlines.",249
Glorioso Islands,xFR,47.297676,-11.579769,,,,,,,250
Greece,GRC,22.583055,39.473008,23.07.2020,"[https://www.gov.uk/foreign-travel-advice/greece]
[https://gr.usembassy.gov/covid-19-information/]
[https://reopen.europa.eu/en/map/GRC]","As of 15, 22 July respectively, authorities will allow direct flights from U.K. and Sweden; arrivals from U.S. may be permitted at end of month. (Ekathimerini.com, 14.07.2020). Greece reopened its regional airports to international flights on Wednesday 1 July. (Reuters, 01.07.2020). 

*****International Restrictions:
Greece’s borders with most neighbouring countries (Turkey, Albania and North Macedonia) are closed to passenger traffic. The border with Bulgaria is open.
**From EU: As of 1/7/20, Residents from EU+ countries are allowed to travel to Greece. EU+ consists of the European Union, the United Kingdom, Switzerland, Norway, Lichtenstein and Iceland. International flights are allowed into all airports in Greece. Extension of ban for direct flights from the UK & Sweden is in place until 15/7/20. Before entering the country, all travellers must complete their Passenger Locator Form [https://travel.gov.gr/#/].
**Transit: Transit is possible.
**From third countries: As of 1/7/20, international arrivals are allowed from Algeria, Australia, Canada, Georgia, Japan, Montenegro, Morocco, New Zealand, Rwanda, South Korea, Thailand, Tunisia and Uruguay. Arrivals from Serbia and the UK are not allowed and will be reviewed on the 15th July.
Before entering the country, all travellers must complete their Passenger Locator Form [https://travel.gov.gr/#/]. All visitors from air, land or sea, will be subject to random tests upon arrival. Upon being tested, travellers move to their final destination. In the event of a positive result, they will be contacted and placed on 14-day quarantine, with expenses covered by the Greek state. Protocols for air arrivals in Greece [https://travel.gov.gr/#/protocol_air].
As from 1 July, EU Member States should start lifting the restrictions on non-essential travel into the EU for residents of the following third countries: Algeria, Australia, Canada, Georgia, Japan, Montenegro, Morocco, New Zealand, Rwanda, Serbia, South Korea, Thailand, Tunisia, Uruguay, China, subject to confirmation of reciprocity. Residents of Andorra, Monaco, San Marino and the Vatican/Holy See should be considered as EU residents for this purpose. Every two weeks this list of countries will be reviewed and the information updated here. More info: [https://data.consilium.europa.eu/doc/document/ST-9208-2020-INIT/en/pdf].

*****Internal restrictions:
You may travel throughout Greece, including to the islands.If you are travelling via ferry, you will need to complete a health questionnaire and hand it to the ferry operator before boarding. The necessary forms will be provided by the operator: you should contact them directly if you need further information. Temperature checks may also be carried out before boarding; and it is obligatory to wear masks on all ferries, where capacity is limited to allow for social distancing. If you are travelling by internal (domestic) flights, you are also required to wear masks throughout the journey. Specific measures relating to check-in, baggage allowances and other details are in place to reduce the spread of coronavirus. You should check with your operator directly for further detail. Cruise ships and ferries coming from other countries are banned from landing in Greek ports.
Travel by private sailboats (and yachts) is now permitted within Greece. If your vessel is arriving in Greece from another country, you must comply with specific requirements upon your first landing in Greece. No passengers are permitted on the vessel, except for the crew. Upon arrival, you must present to harbour authorities, who will require the completion of a health declaration, and mandatory testing (to be paid for by the occupants of each vessel). Changes to what is open or permitted, including international travel options, are subject to change and may occur at short notice. Keep up to date with the latest information and advice from your travel contact or business partners, as well as the sources in this travel advice. You can read the Greek authorities’ plans for future changes here (in Greek) [https://covid19.gov.gr/schedio-stadiakis-apoklimakosis-perioristikon-metron/]. These plans remain subject to change, and you should monitor the website regularly for updates.
Shops, bars and restaurants are open, as are other service providers like driving schools and private tuition centres (‘frontisteria’). Relevant public health regulations apply when visiting shops, bars, restaurants and other public spaces, including limits on the number of customers per square metre. You should comply with these requirements, and all other advice of the Greek authorities. Universities are closed, but schools and nurseries are open. All hotels are permitted to open. AirBnB accommodation is also available. Travel in a private car or a taxi is limited to a maximum of 2 adult passengers per vehicle, in addition to the driver. Any children in the vehicle do not count towards this limit. When travelling in a taxi, all passengers must wear facemasks.",20200723,"All visitors are obliged to submit the Passenger Locator Form (PLF) which is available online [https://travel.gov.gr/#/], at least 24 hours before travelling. The visitors will receive a QR code which will be scanned upon arrival. QR code screening personnel direct passengers, depending on their QR code, either to the screening area or to the exit. Visitors subjected into testing are obliged to self-isolate at the address of their final destination as declared on their passenger locator form (PLF) for 24 hours until the testing outcome. In case they are tested positive to Covid-19, they will have to stay isolated for 14 days to the dedicated quarantine hotels accross the country.","COVID-19 negative certification subject to special conditions.

You must complete an online Passenger Locator Form (PLF) [https://travel.gov.gr/#/] at least 24 hours before your arrival in Greece. This is a requirement whichever way you travel to Greece (including by ferry, road, rail or air). The form is in English. Failure to do so in advance may result in your carrier not allowing you to travel, receipt of a 500 Euro fine from the Greek authorities on arrival, or the Greek authorities not allowing you to enter the country. Once you have completed the form, you will receive an email acknowledgement. In a separate email, you will also receive a QR code. This code is likely to be sent up to 24 hours before you travel, regardless of how early you fill in your form. When you receive your code, make sure you either print it, or can show it on your mobile phone. The Greek authorities’ instructions will differ according to whether you arrive by land, sea or air. Check the requirements that will apply to you on the PLF form page [https://travel.gov.gr/#/]. Any passenger entering Greece may be asked to undergo a test, but you are more likely to be asked if you have arrived from a country outside of the EU (including the UK), either directly or via indirect flights. If you live permanently within the EU, or have been in another EU country for some time before travelling on to Greece, you may be asked to prove that you have not recently travelled from or through the UK.
Air and sea arrivals are allowed to enter the country without a medical certificate. Reagarding non-essential arrivals from the land border crossing, as of Wednesday 15th July 2020, at 00:01 am, all travellers entering Greece through Promachonas-Kulata border station, are obliged to present upon arrival a negative molecular test result (PCR) for COVID-19, performed up to 72 hours before their entry to Greece, in addition to the PLF. Travellers should be laboratory tested with RT-PCR of oropharyngeal or nasopharyngeal swab. Only travellers who carry a certificate of a negative RT-PCR test result will be allowed to enter the country by the border authorities. The certificates should be written in English and bear the name and passport/national ID number of the traveller. The Laboratories that perform the RT-PCR testing should be: - National Reference laboratories - National Public Health Laboratories or - Private laboratories which are accredited from the respective national accreditation authorities (not necessarily specifically for COVID-19). Certificates that do not fulfill the above criteria will not be accepted.",251
Greenland,GRL,-41.393713,74.756257,28.06.2020,"[https://dk.usembassy.gov/u-s-citizen-services/security-and-travel-information/covid-19-information/]
[https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening]
[https://nun.gl/Emner/English/Fakta_om_COVID19?sc_lang=da]
[https://www.gov.uk/foreign-travel-advice/denmark]
","*****International Restrictions: 
Arriving passengers who are residents in Greenland: Must provide an email confirming a completed Sumut form; Must be COVID-19 tested via Rigshospitalet. Arriving passengers who are residents outside of Greenland must provide an email confirming a completed Sumut form and must provide documentation of a negative test result which must have been performed a maximum of five days prior to the departure [https://www.nun.gl/Emner/English/Travel_to_Greenland?sc_lang=da]. PCR test must be taken in Denmark at the Rigshospitalet.
Effective May 5, commercial air tickets to travel out of Greenland are available for purchase from Air Greenland.  A ban on commercial trans-Atlantic flights and ferry service to Greenland – imposed on March 20 – was extended from April 30 to June 15.  Beginning June 15 Greenland will allow 600 passengers per week to enter the country.  All travelers will require proof of a negative COVID-19 test result within five days prior to travel to Greenland.  Additionally, all travelers will be required to self-quarantine upon arrival and re-test for COVID-19 five days after arrival.  Those with a negative COVID-19 test five days after arrival will be permitted to end their quarantine. The ban on commercial flight and ferry services within Greenland – imposed on March 20 – was lifted on April 25.  The Greenlandic government continues to recommend, however, that all internal travel in Greenland be limited. A ban on travel between Nuuk and two outlying settlements – imposed on March 21, and scheduled to be in effect through April 30 – was lifted on April 22.  The Greenlandic government continues to recommend, however, that all internal travel in Greenland be limited [https://nun.gl/Emner/English/Fakta_om_COVID19?sc_lang=da]

*****Inernal Resrictions:
A 'stay at home' advice is directed at everybody, including children, arriving in Greenland after 16 March 2020. Newly arrived people are recommended to stay at home for two weeks as from the date of arrival. The authorities may grant exemptions to people performing critical functions in the healthcare sector, with the police, in the armed forces or other functions critical to society. Prevention measures such as social distancing and washing hands frequently are advised.
",20200628,"All travelers will require proof of a negative COVID-19 test result within five days prior to travel to Greenland.  Additionally, all travelers will be required to self-quarantine upon arrival and re-test for COVID-19 five days after arrival.  Those with a negative COVID-19 test five days after arrival will be permitted to end their quarantine.",COVID-19 negative certification required for entering the country,252
Grenada,GRD,-61.683617,12.11436,22.07.2020,"[https://www.gov.uk/foreign-travel-advice/grenada/entry-requirements]
[https://bb.usembassy.gov/covid-19-information/]
[https://bb.usembassy.gov/covid-information-grenada/]
[https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening]","*****International Restrictions:
Grenada’s Maurice Bishop International airport re-opened on 1 July to charter flights only, and will reopen to regional commercial flights from 15 July and commercial flights from UK, Europe and Canada from 1 August. Grenada government announced 10 July that travellers will be categorised as Low, Medium or High risk depending on their point of embarkation or travel history and must follow the new rules to be allowed entry to Grenada, including testing before departure in some cases. If you arrive on a yacht you must pre-register with the Marine and Yachting Association of Grenada (MAYAG) [https://grenadalima.com/] and complete 14 days of quarantine on your yacht before being allowed to enter the country.
All passengers must have a COVID test at their point of embarkation. On arrival you will be screened, including a rapid COVID test, costs may apply. Updates to the arrival screening requirements will be on the Government Information Service Facebook page or Ministry of Health Facebook page [https://www.facebook.com/GISgrenada/].
All arriving passengers will need to comply with requirements of 14 days of quarantine in designated places at your own cost. Updates to the quarantine requirements will be on the Government Information Service Facebook page or Ministry of Health Facebook page [https://www.facebook.com/GISgrenada/].

*****Internal restrictions:
The curfew is now lifted in Grenada with freedom of movement allowed 24hrs. Social distancing measures and wearing of facemasks is still mandatory. The Grenada government announced a limited State of Emergency from 25 March. Measures have been regularly announced to relax the restrictions since then. These include business openings and operating hours and a limited ferry service to Carriacou and Petit Martinique. Everyone must observe social distancing, including when travelling by car or public transport, and wear a face mask when out in public. There are penalties for breaching the restrictions. You should keep up to date with changes to restrictions in the regularly updated Emergency Powers Regulations on the Government Information Service Facebook page [https://www.facebook.com/GISgrenada/]. Not all hotels have re-opened in Grenada. The latest information is available from the Grenada Tourism Authority [https://www.facebook.com/tourismgrenada]. 
Shops are open as normal and restaurants up to 10pm. Nightclubs are not yet open. Beaches are now open all day. You are now allowed to host social events with up to 20 guests. Churches are allowed to re-open. Everyone must adhere to 6ft social distancing and wearing of facemasks. You should keep up to date with changes to restrictions in the regularly updated Emergency Powers Regulations on the Government Information Service Facebook page [https://www.facebook.com/GISgrenada/]",20200722,"Nationals and residents of Grenada who have been in Austria, Belgium, Bulgaria, China (People’s Rep.), Croatia, Cyprus, Czechia, Denmark, Estonia, Finland, France, Germany, Greece, Hungary, Iceland, Iran, Ireland (Rep.), Italy, Korea (Rep.), Latvia, Liechtenstein, Lithuania, Luxembourg, Malta, Netherlands, Norway, Poland, Portugal, Romania, Slovakia, Slovenia, Spain, Sweden, Switzerland, USA or the United Kingdom in the past 14 days will be put in quarantine upon arrival for a period of 14 days. ","COVID-19 negative certification required for entering the country. 

All passengers must have a COVID test at their point of embarkation.",253
Guadeloupe,GLP,-61.679736,16.159503,28.06.2020,"[http://www.guadeloupe.gouv.fr/index.php/Politiques-publiques/Risques-naturels-technologiques-et-sanitaires/Securite-sanitaire/Informations-coronavirus/COVID-19-points-de-situation-hebdomadaire-et-recommandations]
[https://bb.usembassy.gov/u-s-citizen-services/covid-19-information/]
[https://www.gov.uk/foreign-travel-advice/guadeloupe]
[https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening]","*****International restrictions:
Arriving passengers must self-isolate for 14 days, if they have no symptoms. Anyone displaying symptoms could be subject to up to 30 days quarantine.
To enter the French Overseas Territories, the French government have confirmed that individuals will need to complete a travel certificate. They will also be subject to a health check upon arrival, which may result in a period of quarantine for the individual concerned. Like mainland France, individuals travelling within or transiting through French Overseas Territories will also need to carry an attestation certifying the reason for travel.
On 8 April 2020, French authorities introduced a requirement to complete a travel certificate to enter the Overseas Territories. Depending on your point of departure (either from Metropolitan France or outside), you should complete a form which can be found on the French Ministry of Interior website.[https://www.interieur.gouv.fr/Actualites/L-actu-du-Ministere/Attestation-de-deplacement-et-de-voyage]. Please note you must carry a physical copy of the declaration; electronic versions will not be accepted. You are able to produce a handwritten copy of the text if you do not have access to a printed form. If you are travelling from the French Overseas Territories to mainland France, you will need to complete a separate travel certificate.

*****Internal restrictions:
Curfew is held from 9 pm to 4 am. As of Monday, June 8 there is restoration of free movement between the islands of Guadeloupe, Martinique, Saint Barthelemy and St. Martin.Gatherings of more than 10 people are prohibited. Please check Guadeloupe public health advice for more information from the local authorities and a daily update on the virus in Guadeloupe.[http://www.guadeloupe.gouv.fr/index.php/Politiques-publiques/Risques-naturels-technologiques-et-sanitaires/Securite-sanitaire/Informations-coronavirus/COVID-19-points-de-situation-hebdomadaire-et-recommandations]",20200628,"Arriving passengers must self-isolate for 14 days, if they have no symptoms. Anyone displaying symptoms could be subject to up to 30 days quarantine.","COVID-19 negative certification is required for entering the country
Arriving passengers must carry out a PCR test 72 hours before their departure. Passengers who test positive for COVID-19 cannot fly. Those with a negative test can perform 7 days of quarantine, followed by a new PCR test after 7 days.
If the passenger has not carried out a boarding test, he must carry out a strict fortnight upon arrival in the territory.",254
Guam,GUM,144.702964,13.35781,26.05.2020,"[https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening] 
[https://www.kayak.com/travel-restrictions/]","Guam has restricted the entry of all travelers who have been in a country with confirmed COVID-19 cases for more than a week, and do not hold a document certified by DPHSS (Guam Department of Social Health and Services) that confirms they are not infected with COVID-19. The date of the test must not be more than 72 hours before the date of arrival. Travelers who enter Guam without proper documentation will be quarantined. Guam residents may still enter the country.

*****International restrictions:
All incoming passengers, including those in transit, will be subject to a 14- day quarantine at a government-designated facility. Travellers who have been in a COVID-19-affected country for more than a week will be barred entry if they do not hold a document recognised and certified by Guam Department of Social Health and Services (DPHSS) confirming that they are not infected with COVID-19. The test must be dated no more than 72 hours before the date of arrival. Returning residents are exempted.
 
*****Internal restrictions: 
A state of public health emergency is in place until at least 5 June. During this period, gatherings up to ten people are allowed. Retail outlets, shopping malls, salons and government services that adhere to social-distancing measures are allowed to operate. Several roads remain closed from 10.00 to 22.00 daily for essential or authorised services only.",20200526,Passengers who enter Guam without proper documentation will be quarantined.,COVID-19 negative certification required for entering the country,255
Guatemala,GTM,-91.231217,15.003765,16.07.2020,"[https://www.gov.uk/foreign-travel-advice/guatemala]
[https://www.osac.gov/Content/Browse/Report?subContentTypes=Alerts%2CTravel%20Advisories]
[https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening]
[https://gt.usembassy.gov/alert-covid-19/]","
*****International restrictions:
Land, air and maritime borders are closed. Only Guatemalan nationals, resident foreigners and diplomats are allowed to enter Guatemala. They will be subject to a 15-day quarantine on arrival. Foreigners can continue to leave Guatemala. Some have been able to leave Guatemala via the Mexican El Carmen border crossing. Visit the portal of the Mexican Embassy in Guatemala [https://embamex.sre.gob.mx/guatemala/index.php/embajada/ubicacion] for information on immigration requirements. Many states and local communities are imposing additional measures, including movement restrictions in response to the coronavirus (COVID-19) pandemic. Roadblocks have been reported more frequently, particularly in the States of Chiapas and Oaxaca. If you are driving in these states, travel during daylight hours and use toll roads where possible, although you may still encounter disruptions. Where possible, it is recommended to travel by air.

*****Internal Restrictions:
There is no public transport available in Guatemala. If you wish to move to or from the airport you will need to hire a private taxi or driver. On 12 April, Guatemalan authorities extended the prohibition of all international and domestic flights until further notice with the exception of humanitarian, official, military and ambulance flights that have been authorised by the President through the Ministry of Foreign Affairs. Comply with social distancing of at least 1.5 metres. Use a face mask in all public spaces, including on the street. People that have recuperated from COVID-19 and those under quarantine must use masks inside their homes. If you do not comply with these measures you could be fined or face criminal charges. Restrictions on movement remain in place. The President asked people not to leave their homes unless necessary and to continue to abide by measures to prevent the spread of infections. People have been discouraged from travelling to the Municipalities of Chinautla, Mixco, Villa Nueva and Zone 18 in Guatemala City. Public transport is suspended. All sporting, cultural and social events are prohibited. Religious gatherings are suspended. All malls, pubs and clubs have been ordered to close. People over 60 years old, pregnant women and children, as well as people with health risks are not allowed to move around the country. Except for the transportation of food, water, medicine and gas distribution sectors, nothing else may be transported. Also exempt are essential services, internet maintenance services and for people with specialised treatments such as hemodialysis. Home delivery services for pharmacies are also exempt. Shops selling food, markets and supermarkets can open from 6am to 4pm Monday to Friday.
When travelling in the country, follow the advice of the local authorities (PROATUR) [http://proatur.visitguatemala.com/en/safety-tips.php?lang=EN] and monitor local media. Some hotels are not open given the current situation.
There is a curfew from 6pm to 5am. You must remain in your home or place of residence during curfew hours. There will be full lockdowns from 2pm on Saturday 18 July until 5am on Monday 20 July and from 2pm on Saturday 25 July until 5am on Monday 27 July. During the rest of the week, curfew will continue to operate from 6pm until 5am. If you are found outside during curfew hours you will be subject to fines and could face imprisonment.
The additional measures will apply to the departments of Guatemala, Sacatepequez, Suchitepequez, Quetzaltenango, Izabal, El Progreso, Zacapa and Santa Rosa which are in force as from 13 July 2020 until further notice. These new measures are:
Temporary vehicle restrictions: Vehicles classified as for private use (type “P” plates), can only be driven according to the following schedule:
Vehicles with a third number that ends in zero (“0”), two (“2”), four (“4”), six (“6”) , eight (“8”) can be driven on Tuesday 13 July, Thursday 16July, Saturday 18July, Monday 20 July, Wednesday 22 July and Friday 24 July.
Vehicles with a third number that ends in one (1), three (3), five (5), seven (7), nine (9) can be driven on Monday 13 July, Wednesday 15 July, Friday 17 July, Tuesday 21 July, Thursday 23 July and Saturday 25 July.
This restriction is applicable to vehicles according to the legal definition established in the current Traffic Regulations and does not apply to motorcycles or motorbikes.
On Sunday 19 July and Sunday 26 July, 2020, vehicles with circulation plates (“P”) will not be permitted to circulate.




",20200716,15-day quarantine upon arrival.,"COVID-19 negative certification not required / not known. 

Temperature screening upon arrival. Health form required upon landing.",256
Guernsey,GGY,-2.579585,49.455676,,,,,,,257
Guinea,GIN,-11.280731,11.005651,20.07.2020,"[https://www.osac.gov/Content/Report/43657e78-8bc0-406b-b678-1842fa9a6420]
[https://www.gov.uk/foreign-travel-advice/guinea]
[https://gn.usembassy.gov/u-s-citizen-services/]","*****International restrictions:
Conakry Airport is closed to commercial flights until further notice.  Guinea’s land borders are closed There are currently no commercial options available to leave Guinea. On 27 March the President announced a state of emergency, closing the borders. Quarantine measures were in force when the airport was open and those passengers showing coronavirus symptoms were taken to a government quarantine facility.
Public health requirements for humanitarian flighs [https://humanitarianbooking.wfp.org/en/wfp-aviation/]

*****Internal restrictions:
The state of emergency was extended again on 15 July for a period of up to 30 days. There is a curfew in Conakry, Coyah and Dubréka from midnight to 4am. Guinea’s borders are currently closed. From 18 April everyone must wear a mask and those not wearing masks will be fined 30,000 GNF. There is a limit of 30 people assembling for marriage, baptism and funeral services in Conakry and 100 people in the interior of the country. Most schools, mosques and bars are closed. Some schools and places of worship reopened in June in areas without recent Covid-19 infections.",20200720,"Suspected cases of COVID-19 will be sent to a Ministry of Health center for testing and will be required to remain at the center until test results are available, in approximately 10 hours.
Negative cases will be required to report their temperature to Ministry of Health officials twice a day for fourteen days.
Positive cases will be treated at the Ministry of Health center.
There are four laboratories in Guinea that can test for COVID19.",COVID-19 negative certification not required / not known,258
Guinea-Bissau,GNB,-14.400762,12.117902,15.07.2020,"[https://www.osac.gov/Content/Report/ad35b884-c374-4467-910c-183b06a7468b]
[https://www.gov.uk/foreign-travel-advice/guinea-bissau]
[https://gw.usmission.gov/covid-19-information/]
[https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening]","
*****International restrictions:
All land and sea borders are closed and commercial air links suspended.
Public health requirements for humanitarian flighs [https://humanitarianbooking.wfp.org/en/wfp-aviation/] 

*****Internal restrictions:
A state of emergency is in place. You must wear a mask or face covering in public. Public transport has been suspended to stop the spread of the virus. Only essential businesses (food, medical supplies) are operating. The government has set up a coronavirus hotline that you can call on: 1919 or 2020.",20200715,All new arrivals in country are expected to self-isolate at one location for 14 days.,"COVID-19 negative certification required for entering the country. 

The Government of Guinea-Bissau requires all passengers to provide a certificate of negative COVID-19 test result before boarding. ",259
Guyana,GUY,-58.972763,4.792405,15.07.2020,"[https://www.gov.uk/foreign-travel-advice/guyana]
[https://www.osac.gov/Content/Browse/Report?subContentTypes=Alerts%2CTravel%20Advisories]
[https://gy.usembassy.gov/covid-19-information/]","*****International Restrictions:
There are currently extremely limited commercial options available. All scheduled international flights from Cheddi Jagan International Airport at Timehri and the Eugene Correia Airport at Ogle have been cancelled.  The closure is scheduled to last until at least 1 August. Some repatriation charter flights and other specially authorised flights are being allowed to arrive and leave Guyana. The Governments of Brazil and Suriname have both announced the closure of borders with neighbouring countries, including Guyana. There is no exit/entry available to Venezuela. Guidance for travellers coming to Guyana from a COVID-19 affected country is available from the Guyana Ministry of Public Health. Guyana is currently not allowing any visitors, or nationals, into the country. The National COVID-19 Task Force have said that anyone entering Guyana must be in possession of a current COVID-19 PCR test laboratory certificate.


*****Internal restrictions:
The Chief Medical Officer from the Guyana Ministry of Public Health has urged people to exercise social distancing and carry out measures to reduce the spread of the virus. Emergency measures have been introduced by the National COVID-19 Task Force. These include: curfew between 6pm and 6am; except where provided in the Emergency Measures, every person should remain in the confines of their own home; there are restrictions on all social activities.This includes activities along the sea wall, attending bars, restaurants and gymnasiums; no more than 10 mourners allowed to attend a funeral.",20200715,Inbound International Travelers are requested to self-quarantine at home for up to 7 days after arrival.,"COVID-19 negative certification is required. 
The National COVID-19 Task Force have said that anyone entering Guyana must be in possession of a current COVID-19 PCR test laboratory certificate.",260
Haiti,HTI,-73.051343,18.321716,28.06.2020,"[https://www.kayak.com/travel-restrictions/]
[[https://www.gov.uk/foreign-travel-advice/haiti]
[[https://ht.usembassy.gov/covid-19-information/]
[https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening]","President reopens international airports and four borders crossings (VOA, 01.07.2020) 

*****International Restrictions:
Since 30 March, the Haitian authorities have introduced new measures and travel restrictions in relation to coronavirus. All ports, airports (with the exception of emergency, humanitarian, medevac and government flights. As a result, UNHAS Ops are still running) and borders are closed with the exception of transportation of merchandise, and the captains and the pilots of cargo vessels/planes. No international flights are currently planned, although there are infrequent services to Europe, Canada and the USA.

*****Conditions and internal restrictions:
On 19 March the Haitian President announced a national state of emergency and detailed measures aimed at tackling the spread of the coronavirus. These measures have been extended until 20 July, with the following measures set out by President Moise: a curfew between 8 pm and 5 am; with limited  essential movements only; closure of schools, universities and factories and places of worship; a ban on all events/meetings of more than 10 people; the compulsory wearing of facemasks in public places; a 14 day quarantine for anyone entering the country",20200628,"The Haitian Ministry of Health (MSPP)  have set up isolation mechanisms for suspected patients while they are conducting the test for COVID-19. Also, a 14-day quarantine is mandatory for anyone entering the country.","COVID-19 negative certification not required / not known. 

 The Ministry of Public Health is screening all international travellers at airports prior to immigration processing. ",261
Hala'ib Triangle,"EGY, SDN",35.507186,22.367022,,,,,,,262
Heard Island and McDonald Islands,HMD,73.513147,-53.10263,,,,,,,263
Holy See,VAT,12.453166,41.903448,,,,,,,264
